No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kekampus (Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,,,,,,,,,,,
784,Carlen Blowin,S1 Psikolog | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2020,21,Ikut,Ikut,3.1,Nuclear Power Engineer,Sedang,2,Tidak,,,,,,,,,,,
785,Thornton Ollis,S1 Psikolog | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020,18,Ikut,Ikut,3.42,Associate Professor,Tinggi,4,Tidak,,,,,,,,,,,
786,Datha Kubik,S1 Psikolog | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2018,21,Ikut,Tidak,3.12,Civil Engineer,Sedang,1,Tidak,,,,,,,,,,,
787,Dare Pachmann,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,18,Ikut,Ikut,3.1,Product Engineer,Tinggi,5,Terima,,,,,,,,,,,
788,Anthiathia Youel,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 88 Bandung,2019,20,Tidak,Tidak,3.54,Electrical Engineer,Sedang,1,Terima,,,,,,,,,,,
789,Nilson Paten,S1 Psikolog | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2018,21,Tidak,Ikut,3.1,Research Associate,Sedang,1,Terima,,,,,,,,,,,
790,Barbaraanne Abrahamowitcz,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018,18,Ikut,Tidak,3.1,Clinical Specialist,Tinggi,5,Terima,,,,,,,,,,,
791,Kaia Carlone,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 36 Malang,2018,18,Ikut,Ikut,3.54,Web Developer III,Sedang,5,Terima,,,,,,,,,,,
792,Brennen Spirritt,S1 Psikolog | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2018,21,Ikut,Tidak,3.18,Tax Accountant,Tinggi,4,Tidak,,,,,,,,,,,
793,Mercy Pirkis,S1 Psikolog | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019,20,Tidak,Ikut,3,Senior Quality Engineer,Rendah,2,Tidak,,,,,,,,,,,
794,Lucky Garlant,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 7 Jakarta,2019,20,Ikut,Tidak,3.1,Electrical Engineer,Rendah,3,Terima,,,,,,,,,,,
795,Harlie Beckenham,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018,21,Tidak,Tidak,3.18,Senior Editor,Tinggi,1,Terima,,,,,,,,,,,
796,Dru Rosten,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 88 Bandung,2020,18,Ikut,Tidak,3.42,Compensation Analyst,Tinggi,5,Terima,,,,,,,,,,,
797,Ban Knapton,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2020,18,Tidak,Ikut,3.41,Internal Auditor,Rendah,3,Terima,,,,,,,,,,,
798,Sidnee Sparshott,S1 Psikolog | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2020,21,Ikut,Tidak,3.4,Executive Secretary,Tinggi,2,Terima,,,,,,,,,,,
799,Orazio Iseton,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018,21,Ikut,Ikut,3.76,VP Accounting,Rendah,1,Terima,,,,,,,,,,,
800,Rachael Paulson,S1 Sastra Inggris | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2018,20,Tidak,Tidak,3.39,VP Accounting,Tinggi,1,Tidak,,,,,,,,,,,
801,Karil Fyall,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 ULU BELU,2018,18,Tidak,Ikut,3.19,Recruiting Manager,Tinggi,1,Tidak,,,,,,,,,,,
802,Denise Chimenti,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018,20,Ikut,Ikut,3.4,Business Systems Development Analyst,Rendah,4,Terima,,,,,,,,,,,
803,Waverley McFeat,S1 Sastra Inggris | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018,18,Ikut,Ikut,3.19,Professor,Rendah,3,Tidak,,,,,,,,,,,
804,Francesco Seeds,S1 Sastra Inggris | Reguler,P,Dekat,SMA N 1 ULU BELU,2020,18,Ikut,Tidak,3.13,Associate Professor,Sedang,3,Tidak,,,,,,,,,,,
805,Helene Ratlee,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020,18,Tidak,Tidak,3.17,Web Designer IV,Sedang,3,Terima,,,,,,,,,,,
806,Johannah Hurst,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018,21,Ikut,Ikut,3.12,Software Test Engineer IV,Sedang,3,Terima,,,,,,,,,,,
807,Felicio De Hooch,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2020,18,Tidak,Ikut,3.39,Editor,Rendah,4,Tidak,,,,,,,,,,,
808,Yance Barthrup,S1 Sastra Inggris | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2019,18,Tidak,Ikut,3.15,Research Nurse,Tinggi,3,Terima,,,,,,,,,,,
809,Orazio Norway,S1 Sastra Inggris | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018,20,Ikut,Tidak,3.16,Financial Advisor,Sedang,2,Terima,,,,,,,,,,,
810,Merrick Erangey,S1 Sastra Inggris | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2018,20,Tidak,Ikut,3.54,Tax Accountant,Sedang,3,Tidak,,,,,,,,,,,
811,Rem Ketchell,S1 Sastra Inggris | Reguler,L,Jauh,SMK Yapin,2019,21,Ikut,Tidak,3.1,Legal Assistant,Sedang,3,Tidak,,,,,,,,,,,
812,Kaela Northcote,S1 Sastra Inggris | Reguler,P,Dekat,MAN 3 PALEMBANG,2018,18,Ikut,Tidak,3.12,Human Resources Assistant II,Sedang,2,Terima,,,,,,,,,,,
813,Twyla Vallens,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2018,18,Ikut,Tidak,3.5,Biostatistician III,Sedang,3,Terima,,,,,,,,,,,
814,Flint Arter,S1 Sastra Inggris | Reguler,L,Dekat,MAN 3 PALEMBANG,2018,18,Tidak,Ikut,3.33,Data Coordinator,Tinggi,5,Tidak,,,,,,,,,,,
815,Patricio Pellett,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020,20,Tidak,Tidak,3.15,Software Test Engineer I,Sedang,4,Terima,,,,,,,,,,,
816,Tori Bramsen,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 36 Malang,2019,18,Ikut,Ikut,3.11,Senior Cost Accountant,Rendah,4,Tidak,,,,,,,,,,,
817,Gibb Chivers,S1 Sastra Inggris | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019,20,Tidak,Ikut,3.41,Mechanical Systems Engineer,Tinggi,1,Terima,,,,,,,,,,,
818,Malvin Bilbrey,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018,21,Ikut,Ikut,3.19,Social Worker,Rendah,5,Terima,,,,,,,,,,,
819,Obadias Anneslie,S1 Sastra Inggris | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018,18,Tidak,Ikut,3.17,Geological Engineer,Rendah,3,Tidak,,,,,,,,,,,
820,Darda Sapir,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020,20,Tidak,Tidak,3.54,Administrative Officer,Rendah,5,Tidak,,,,,,,,,,,
821,Lonnie Branch,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019,21,Ikut,Ikut,3.17,Food Chemist,Rendah,2,Terima,,,,,,,,,,,
822,Granger Caldroni,S1 Sastra Inggris | Reguler,L,Dekat,SMK YP 96 BUKIT KEMUNING,2019,20,Tidak,Tidak,3.39,Account Executive,Rendah,2,Tidak,,,,,,,,,,,
823,Alayne Frean,S1 Sastra Inggris | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018,18,Ikut,Ikut,3.17,Research Assistant II,Sedang,4,Tidak,,,,,,,,,,,
824,Reina Canacott,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 36 Malang,2020,18,Tidak,Tidak,3.5,Office Assistant IV,Rendah,3,Terima,,,,,,,,,,,
825,Willie Brinkler,S1 Sastra Inggris | Reguler,L,Dekat,SMK Yapin,2019,21,Ikut,Ikut,3.1,Analyst Programmer,Sedang,3,Terima,,,,,,,,,,,
826,Yoshi Pietrasik,S1 Sastra Inggris | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2019,20,Ikut,Ikut,3.15,Sales Associate,Tinggi,5,Terima,,,,,,,,,,,
827,Doll Sagrott,S1 Sastra Inggris | Reguler,L,Dekat,SMK Yapin,2020,21,Tidak,Tidak,3,Graphic Designer,Sedang,3,Terima,,,,,,,,,,,
828,Mano Lankester,S1 Sastra Inggris | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019,20,Ikut,Tidak,3.4,Recruiter,Sedang,1,Tidak,,,,,,,,,,,
829,Francesco Salvador,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019,18,Tidak,Tidak,3.19,Physical Therapy Assistant,Sedang,2,Tidak,,,,,,,,,,,
830,Gael Greeve,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020,20,Ikut,Tidak,3.5,Speech Pathologist,Sedang,3,Tidak,,,,,,,,,,,
831,Laurie Caddy,S1 Sastra Inggris | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2018,18,Ikut,Ikut,3.17,Analyst Programmer,Rendah,5,Tidak,,,,,,,,,,,
832,Flori Govenlock,S1 Sastra Inggris | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019,18,Tidak,Ikut,3.18,Environmental Tech,Sedang,3,Terima,,,,,,,,,,,
833,Sophey Birkwood,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019,18,Tidak,Ikut,3.18,Junior Executive,Sedang,1,Terima,,,,,,,,,,,
834,Emylee Scothorne,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 36 Malang,2020,21,Tidak,Ikut,3.39,Data Coordinator,Tinggi,1,Terima,,,,,,,,,,,
835,Elnora Trass,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2019,18,Ikut,Tidak,3.4,Geologist I,Tinggi,1,Tidak,,,,,,,,,,,
836,Goldarina Sute,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018,18,Tidak,Tidak,3.4,Technical Writer,Rendah,2,Tidak,,,,,,,,,,,
837,Ilse Guerry,S1 Sastra Inggris | Reguler,L,Dekat,SMK YP 96 BUKIT KEMUNING,2020,20,Tidak,Ikut,3.54,Health Coach IV,Sedang,4,Tidak,,,,,,,,,,,
838,Brantley Gallop,S1 Sastra Inggris | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2018,18,Ikut,Tidak,3.42,Payment Adjustment Coordinator,Tinggi,1,Tidak,,,,,,,,,,,
839,Vere Coorington,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020,21,Tidak,Tidak,3.41,Accounting Assistant III,Sedang,1,Tidak,,,,,,,,,,,
840,Mickie Jocelyn,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018,21,Tidak,Ikut,3.57,VP Accounting,Sedang,1,Tidak,,,,,,,,,,,
841,Lorraine Franseco,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 ULU BELU,2020,20,Tidak,Ikut,3.12,Tax Accountant,Tinggi,2,Terima,,,,,,,,,,,
842,Ivie Strode,S1 Sastra Inggris | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2020,18,Ikut,Ikut,3.4,Director of Sales,Rendah,5,Tidak,,,,,,,,,,,
843,Ladonna Benet,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020,20,Ikut,Ikut,3.16,Help Desk Technician,Sedang,5,Tidak,,,,,,,,,,,
844,Rozelle Garner,S1 Sastra Inggris | Reguler,P,Dekat,SMK YP 96 BUKIT KEMUNING,2018,21,Ikut,Ikut,3.1,Senior Cost Accountant,Sedang,4,Tidak,,,,,,,,,,,
845,Cull Mandre,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 BANYUMAS,2019,18,Tidak,Tidak,3.15,Financial Advisor,Tinggi,4,Tidak,,,,,,,,,,,
846,Cristi Grishukov,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 36 Malang,2018,20,Ikut,Tidak,3.16,Accountant III,Tinggi,2,Terima,,,,,,,,,,,
847,Joete Klehn,S1 Sastra Inggris | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019,21,Tidak,Ikut,3.11,Senior Sales Associate,Sedang,5,Terima,,,,,,,,,,,
848,Klement Swale,S1 Sastra Inggris | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020,21,Ikut,Ikut,3.12,Sales Representative,Tinggi,3,Terima,,,,,,,,,,,
849,Almeda Brumpton,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2019,21,Tidak,Tidak,3.41,Data Coordinator,Tinggi,1,Terima,,,,,,,,,,,
850,Jard Grahlmans,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2019,21,Ikut,Tidak,3,Speech Pathologist,Tinggi,4,Tidak,,,,,,,,,,,
851,Kelly Jerwood,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 ULU BELU,2019,20,Tidak,Tidak,3.19,Sales Representative,Tinggi,3,Tidak,,,,,,,,,,,
852,Rand Sirmon,S1 Sastra Inggris | Reguler,P,Dekat,SMK Yapin,2018,18,Tidak,Ikut,3.4,VP Marketing,Sedang,1,Terima,,,,,,,,,,,
853,Walsh Chellam,S1 Sastra Inggris | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018,18,Tidak,Ikut,3.19,Occupational Therapist,Tinggi,5,Tidak,,,,,,,,,,,
854,Gena Mowson,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019,20,Ikut,Tidak,3.12,Information Systems Manager,Rendah,5,Terima,,,,,,,,,,,
855,Alexandre Lawfull,S1 Sastra Inggris | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020,20,Tidak,Ikut,3.19,Computer Systems Analyst I,Rendah,5,Terima,,,,,,,,,,,
856,Duffy Larrington,S1 Sastra Inggris | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019,18,Ikut,Ikut,3.14,Accounting Assistant II,Rendah,1,Terima,,,,,,,,,,,
857,Bettina Fitzpatrick,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019,18,Tidak,Tidak,3.4,Help Desk Technician,Sedang,1,Terima,,,,,,,,,,,
858,Denys Scramage,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020,20,Ikut,Tidak,3.14,Staff Scientist,Rendah,4,Tidak,,,,,,,,,,,
859,Rosette Gemnett,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019,18,Ikut,Ikut,3,Marketing Assistant,Sedang,4,Terima,,,,,,,,,,,
860,Brooks Losbie,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 88 Bandung,2018,20,Ikut,Tidak,3.13,Senior Editor,Rendah,5,Terima,,,,,,,,,,,
861,Kasper Copeland,S1 Sastra Inggris | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018,21,Ikut,Tidak,3.54,Software Test Engineer I,Tinggi,5,Terima,,,,,,,,,,,
862,Colver Crowson,S1 Sastra Inggris | Reguler,P,Dekat,SMK NEGERI 2 METRO,2019,21,Tidak,Tidak,3.13,Staff Accountant IV,Tinggi,2,Tidak,,,,,,,,,,,
863,Peria Leaman,S1 Sastra Inggris | Reguler,L,Jauh,SMK Yapin,2019,18,Tidak,Ikut,3.57,Physical Therapy Assistant,Tinggi,3,Terima,,,,,,,,,,,
864,Hildegarde Dovermann,S1 Sastra Inggris | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2019,20,Ikut,Ikut,3.41,Speech Pathologist,Tinggi,4,Tidak,,,,,,,,,,,
865,Merrill Kaminski,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2020,18,Ikut,Tidak,3.54,Speech Pathologist,Tinggi,1,Tidak,,,,,,,,,,,
866,Hallsy Pane,S1 Sastra Inggris | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019,21,Tidak,Tidak,3.85,Senior Quality Engineer,Sedang,5,Terima,,,,,,,,,,,
867,Iona Cruwys,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018,20,Ikut,Tidak,3.14,Physical Therapy Assistant,Sedang,1,Terima,,,,,,,,,,,
868,Annabelle Clench,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 36 Malang,2020,21,Tidak,Tidak,3.17,Biostatistician IV,Rendah,2,Tidak,,,,,,,,,,,
869,Shelden Ismead,S1 Sastra Inggris | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2018,21,Tidak,Ikut,3.15,Mechanical Systems Engineer,Tinggi,5,Tidak,,,,,,,,,,,
870,Tabbitha McCallister,S1 Sastra Inggris | Reguler,L,Dekat,MAN 1 PRINGSEWU,2018,21,Tidak,Ikut,3.85,Chemical Engineer,Sedang,3,Tidak,,,,,,,,,,,
871,Eal Cosson,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 372 Jakarta,2019,20,Ikut,Tidak,3.57,Social Worker,Rendah,3,Terima,,,,,,,,,,,
872,Brittaney Wiltshier,S1 Sastra Inggris | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020,20,Ikut,Tidak,3.14,Geological Engineer,Sedang,2,Tidak,,,,,,,,,,,
873,Crissie Killen,S1 Sastra Inggris | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018,21,Ikut,Ikut,3.16,Desktop Support Technician,Sedang,4,Terima,,,,,,,,,,,
874,Amalle Denk,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 88 Bandung,2018,21,Tidak,Ikut,3.57,Marketing Assistant,Sedang,1,Terima,,,,,,,,,,,
875,Yehudit Rainy,S1 Sistem Komputer | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018,18,Tidak,Tidak,3.1,Project Manager,Rendah,2,Terima,,,,,,,,,,,
876,Berna Prescott,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2020,18,Ikut,Ikut,3.11,Automation Specialist IV,Rendah,1,Terima,,,,,,,,,,,
877,Lane Sawney,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 PARDASUKA,2020,21,Ikut,Tidak,3.54,VP Sales,Tinggi,4,Tidak,,,,,,,,,,,
878,Loella Rapelli,S1 Sistem Komputer | Reguler,P,Jauh,SMA Negeri 36 Malang,2019,18,Ikut,Tidak,3.42,Administrative Officer,Sedang,1,Terima,,,,,,,,,,,
879,Sheelagh Megainey,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018,18,Tidak,Tidak,3.5,Staff Accountant I,Sedang,2,Tidak,,,,,,,,,,,
880,Merla Caseley,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020,21,Ikut,Ikut,3.15,Web Developer IV,Tinggi,4,Terima,,,,,,,,,,,
881,Gwenette January,S1 Sistem Komputer | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019,21,Tidak,Tidak,3.5,Marketing Assistant,Sedang,5,Tidak,,,,,,,,,,,
882,Rinaldo Kunze,S1 Sistem Komputer | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019,20,Tidak,Ikut,3.11,Web Designer IV,Sedang,1,Tidak,,,,,,,,,,,
883,Nicoline Sarvar,S1 Sistem Komputer | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2019,18,Ikut,Tidak,3.12,Compensation Analyst,Tinggi,1,Tidak,,,,,,,,,,,
884,Stuart Soper,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018,20,Tidak,Ikut,3.76,Biostatistician IV,Sedang,4,Tidak,,,,,,,,,,,
885,Viv Hardman,S1 Sistem Komputer | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2020,18,Tidak,Tidak,3.18,Payment Adjustment Coordinator,Rendah,5,Terima,,,,,,,,,,,
886,Fremont Gossington,S1 Sistem Komputer | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2018,18,Ikut,Tidak,3.42,Junior Executive,Rendah,3,Tidak,,,,,,,,,,,
887,Cosme Russilll,S1 Sistem Komputer | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019,18,Ikut,Ikut,3.17,Software Consultant,Sedang,3,Terima,,,,,,,,,,,
888,Nevins Corneliussen,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019,18,Tidak,Ikut,3.42,Web Designer II,Tinggi,4,Tidak,,,,,,,,,,,
889,Dorotea Byng,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020,20,Tidak,Tidak,3.57,Geological Engineer,Tinggi,1,Terima,,,,,,,,,,,
890,Flossie Kliemke,S1 Sistem Komputer | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020,20,Tidak,Ikut,3.39,Senior Quality Engineer,Tinggi,3,Tidak,,,,,,,,,,,
891,Louisa Lewsley,S1 Sistem Komputer | Reguler,P,Dekat,SMA Negeri 36 Malang,2018,18,Tidak,Ikut,3.4,Financial Advisor,Rendah,5,Terima,,,,,,,,,,,
892,Ashly Thexton,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020,21,Ikut,Tidak,3.33,Speech Pathologist,Sedang,2,Terima,,,,,,,,,,,
893,Aaron Jales,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 ULU BELU,2019,21,Tidak,Ikut,3.54,Marketing Assistant,Sedang,5,Terima,,,,,,,,,,,
894,Kimmy Rubra,S1 Sistem Komputer | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2018,20,Tidak,Ikut,3.68,Technical Writer,Rendah,5,Tidak,,,,,,,,,,,
895,Job Baggot,S1 Sistem Komputer | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2019,21,Tidak,Ikut,3.39,Analog Circuit Design manager,Sedang,1,Tidak,,,,,,,,,,,
896,Wallis Cratchley,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 SUKOHARJO,2020,21,Tidak,Ikut,3.15,Nurse,Rendah,5,Terima,,,,,,,,,,,
897,Lola Caunt,S1 Sistem Komputer | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2019,21,Tidak,Ikut,3.19,Clinical Specialist,Rendah,2,Terima,,,,,,,,,,,
898,Fredrika Bescoby,S1 Sistem Komputer | Reguler,L,Dekat,MAN 3 PALEMBANG,2020,21,Tidak,Ikut,3.76,Tax Accountant,Sedang,1,Terima,,,,,,,,,,,
899,Kalina Punyer,S1 Sistem Komputer | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018,20,Tidak,Ikut,3.17,GIS Technical Architect,Tinggi,3,Tidak,,,,,,,,,,,
900,Garrick Hoff,S1 Sistem Komputer | Reguler,P,Jauh,SMAN 1 BANYUMAS,2018,21,Ikut,Ikut,3.12,VP Quality Control,Tinggi,4,Tidak,,,,,,,,,,,
901,Jillana MacAllan,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 TALANGPADANG,2018,21,Tidak,Tidak,3.17,Programmer III,Sedang,4,Terima,,,,,,,,,,,
902,Carrol Boss,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2018,20,Ikut,Ikut,3.39,VP Sales,Tinggi,2,Tidak,,,,,,,,,,,
903,Josephine McIlmorie,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019,21,Ikut,Tidak,3.13,Product Engineer,Sedang,4,Terima,,,,,,,,,,,
904,Neville Ullett,S1 Sistem Komputer | Reguler,L,Dekat,SMA N 1 BANDAR MATARAM,2018,20,Tidak,Tidak,3.42,Developer I,Sedang,5,Tidak,,,,,,,,,,,
905,Isiahi Plumbley,S1 Sistem Komputer | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020,21,Ikut,Tidak,3.18,Recruiter,Tinggi,2,Terima,,,,,,,,,,,
906,Dinnie Gwinnett,S1 Sistem Komputer | Reguler,L,Dekat,SMA XAVERIUS PRINGSEWU,2020,18,Ikut,Ikut,3.19,Business Systems Development Analyst,Rendah,5,Tidak,,,,,,,,,,,
907,Sharai Sisland,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 9 Bekasi,2018,21,Tidak,Ikut,3.33,VP Accounting,Tinggi,4,Terima,,,,,,,,,,,
908,Avrit Laraway,S1 Sistem Komputer | Reguler,L,Jauh,SMAN 1 TALANGPADANG,2018,21,Tidak,Tidak,3.4,Senior Sales Associate,Rendah,4,Tidak,,,,,,,,,,,
909,Boyce Linch,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 88 Bandung,2019,18,Ikut,Ikut,3.57,Librarian,Tinggi,1,Tidak,,,,,,,,,,,
910,Salmon Dart,S1 Sistem Komputer | Reguler,P,Dekat,SMK SMTI BANDAR LAMPUNG,2020,20,Ikut,Ikut,3.14,Software Engineer I,Tinggi,3,Terima,,,,,,,,,,,
911,Eric Munnery,S1 Sistem Komputer | Reguler,P,Dekat,MAN 3 PALEMBANG,2018,18,Ikut,Tidak,3.39,Registered Nurse,Rendah,4,Tidak,,,,,,,,,,,
912,Dinnie Rupprecht,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 88 Bandung,2019,21,Ikut,Tidak,3.12,Assistant Media Planner,Tinggi,4,Tidak,,,,,,,,,,,
913,Nicola Lichtfoth,S1 Sistem Komputer | Reguler,L,Jauh,SMK NEGERI 2 METRO,2020,20,Tidak,Ikut,3.11,Web Developer III,Sedang,5,Tidak,,,,,,,,,,,
914,Joela Habbin,S1 Sistem Komputer | Reguler,L,Jauh,SMA Negeri 372 Jakarta,2018,20,Ikut,Tidak,3.14,Safety Technician II,Tinggi,2,Terima,,,,,,,,,,,
915,Krystle Aharoni,S1 Sistem Komputer | Reguler,P,Jauh,MAN 3 PALEMBANG,2020,21,Tidak,Tidak,3.19,Programmer Analyst III,Tinggi,4,Tidak,,,,,,,,,,,
916,Thomasina Poulton,S1 Sistem Komputer | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2019,18,Tidak,Ikut,3.41,Registered Nurse,Rendah,1,Terima,,,,,,,,,,,
917,Bellanca Dewhurst,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020,18,Ikut,Ikut,3.16,Analyst Programmer,Tinggi,3,Terima,,,,,,,,,,,
918,Joni Gerwood,S1 Sistem Komputer | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2020,18,Tidak,Ikut,3.14,Graphic Designer,Tinggi,5,Tidak,,,,,,,,,,,
919,Barry Bushe,S1 Sistem Komputer | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018,18,Ikut,Tidak,3.85,Nuclear Power Engineer,Tinggi,4,Tidak,,,,,,,,,,,
